Framework;Language;Task;CRF;Seed;Batch size;Max epochs;Patience;Total values;Total errors;Accuracy;Total oov;Total oov errors;oov accuracy;Training time;Evaluation time;Epochs run;Num of backprops;testing tokens;testing dist tokens;testing avg tokens;training tokens;training dist tokens;training avg tokens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dynet;ar;pos;TRUE;613321;8;5;None;19059;920;95,2%;734;240;67,3%;27939,93462;100,6934036;5;2500;19059;4703;38,118;150631;18508;37,65775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;14;0;0;3;0;3;10;1;7;0;21;4;0;0;0;0;0;0;1314;14;29;1;0;2;6;25;0;104;14;3;6;0;0;0;0;37;635
dynet;ar;pos;TRUE;613321;8;50;3;19059;718;96,2%;734;208;71,7%;141005,3525;82,31777094;22;11000;19059;4703;38,118;150631;18508;37,65775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;14;0;0;6;0;2;17;0;5;0;30;3;0;0;0;0;0;0;1302;12;33;1;0;2;3;22;0;128;16;3;6;0;0;0;0;28;620
dynet;ar;pos;TRUE;613321;32;1;None;19059;4230;77,8%;734;487;33,7%;23920,91165;76,61963737;1;125;19059;4703;38,118;150631;18508;37,65775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;134;8;0;0;22;16;0;143;3;3;1;0;9;0;0;1022;16;161;9;0;0;17;3;0;410;33;1;0;0;27;0;0;41;160
dynet;ar;pos;TRUE;613321;32;5;None;19059;1361;92,9%;734;277;62,3%;104089,8912;104,2896813;5;625;19059;4703;38,118;150631;18508;37,65775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;5;1;0;2;0;1;0;41;12;1;0;0;0;0;0;1305;9;35;8;2;0;7;21;0;336;32;3;6;0;0;0;0;35;377
dynet;ar;pos;TRUE;613321;32;50;3;19059;812;95,7%;734;229;68,8%;159611,6613;11,93921825;21;2625;19059;4703;38,118;150631;18508;37,65775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;14;0;0;9;0;0;5;0;4;0;25;6;0;0;0;0;0;0;1318;10;39;1;0;2;6;26;0;129;22;4;7;0;0;0;0;38;588
dynet;da;pos;TRUE;5123;1;1;None;9757;928;90,5%;803;318;60,4%;195,8140346;7,756841175;1;4000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;0;0;0;51;3;6;32;0;0;0;39;2;0;0;1;0;0;0;875;0;8;3;2;0;0;2;0;37;4;0;0;13;0;0;0;3;0
dynet;da;pos;TRUE;5123;1;5;None;9757;630;93,5%;803;273;66,0%;1946,829123;14,64367682;5;20000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;7;0;0;32;3;6;32;0;0;0;36;0;0;0;2;0;0;0;898;0;11;0;1;0;0;1;0;36;4;0;0;6;0;0;0;2;11
dynet;da;pos;TRUE;5123;1;50;3;9757;533;94,5%;803;249;69,0%;9058,438944;16,53570549;18;72000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;0;0;22;0;6;15;0;1;0;28;1;0;0;0;0;0;0;936;0;7;0;4;0;0;1;0;30;1;0;0;5;0;0;0;2;22
dynet;da;pos;TRUE;5123;8;1;None;9757;1264;87,0%;803;353;56,0%;1367,688524;27,01834022;1;500;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;0;0;0;42;5;9;47;0;0;0;46;2;0;0;3;0;0;0;855;0;9;0;1;0;0;3;0;31;5;0;0;18;1;0;0;4;0
dynet;da;pos;TRUE;5123;8;5;None;9757;760;92,2%;803;302;62,4%;8515,572736;26,47841619;5;2500;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;5;0;0;43;3;6;45;0;0;0;28;0;0;0;1;0;0;0;883;0;12;1;3;0;0;1;0;36;3;0;0;8;0;0;0;3;5
dynet;da;pos;TRUE;5123;8;50;3;9757;557;94,3%;803;254;68,4%;32301,63049;27,40562033;20;10000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;0;0;22;0;3;12;0;1;1;20;1;0;0;2;0;0;0;947;0;8;0;3;0;0;1;0;32;3;0;0;7;0;0;0;3;15
dynet;da;pos;TRUE;5123;32;1;None;9757;2493;74,4%;803;380;52,7%;6879,634165;34,77638943;1;125;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;0;0;0;51;6;44;73;1;2;0;78;1;0;2;8;0;2;0;741;0;12;0;2;0;0;0;0;30;2;0;0;19;1;0;0;6;0
dynet;da;pos;TRUE;5123;32;5;None;9757;918;90,6%;803;311;61,3%;23346,74741;33,59265462;5;625;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;0;0;0;0;46;3;6;64;0;0;0;41;1;0;0;1;0;0;0;847;0;10;3;2;0;0;2;0;41;3;0;0;7;0;0;0;4;0
dynet;da;pos;TRUE;5123;32;50;3;9757;571;94,1%;803;260;67,6%;161528,5906;37,95673116;27;3375;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;0;0;19;0;3;17;0;0;0;31;1;0;0;1;0;0;0;937;0;7;0;2;0;0;1;0;41;3;0;0;2;0;0;0;3;13
dynet;da;pos;TRUE;322233;1;1;None;9757;944;90,3%;803;320;60,1%;168,0789489;6,398772273;1;4000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0;1;0;0;44;4;6;67;0;0;0;59;1;0;0;0;0;0;0;828;0;8;3;1;0;0;1;0;47;1;0;0;8;0;0;0;3;0
dynet;da;pos;TRUE;322233;1;5;None;9757;617;93,7%;803;269;66,5%;819,6699511;6,451866356;5;20000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;0;0;34;4;6;35;0;0;0;34;1;0;0;3;0;0;0;892;0;6;0;3;0;0;1;0;34;8;0;0;5;0;0;0;2;13
dynet;da;pos;TRUE;322233;1;50;3;9757;569;94,2%;803;263;67,2%;3820,046818;6,913817581;15;60000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;0;0;22;2;5;25;0;0;0;26;2;0;0;1;0;0;0;926;0;9;0;3;0;0;1;1;30;5;0;0;5;0;0;0;3;15
dynet;da;pos;TRUE;322233;8;1;None;9757;1245;87,2%;803;329;59,0%;662,752476;9,369637187;1;500;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;0;0;0;39;5;7;70;0;0;0;67;5;0;0;4;0;1;0;811;0;5;0;1;0;0;1;0;39;5;0;0;17;1;0;0;3;0
dynet;da;pos;TRUE;322233;8;5;None;9757;736;92,5%;803;292;63,6%;3352,476811;8,714207882;5;2500;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;5;0;0;48;4;7;41;0;0;0;24;5;0;0;7;0;0;0;873;0;6;1;1;0;0;1;0;29;9;0;0;18;0;0;0;1;6
dynet;da;pos;TRUE;322233;32;1;None;9757;2846;70,8%;803;372;53,7%;5812,190139;10,61246263;1;125;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;0;0;0;53;8;124;60;3;3;0;102;3;0;23;36;0;7;0;587;0;6;0;0;0;1;0;0;30;3;0;1;25;2;0;0;4;0
dynet;da;pos;TRUE;322233;32;5;None;9757;917;90,6%;803;306;61,9%;33177,69525;38,21973442;5;625;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0;0;0;0;56;4;8;51;0;0;0;35;2;0;0;2;0;0;0;851;0;7;1;2;0;0;2;0;33;3;0;0;21;0;0;0;3;0
dynet;da;pos;TRUE;421213;1;1;None;9757;933;90,4%;803;323;59,8%;341,0704967;11,20108724;1;4000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0;39;3;5;63;0;0;0;39;0;0;0;0;0;0;0;860;0;9;2;4;0;1;1;0;40;1;0;0;7;0;0;0;7;0
dynet;da;pos;TRUE;421213;1;5;None;9757;620;93,6%;803;273;66,0%;2756,157712;15,18442845;5;20000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;0;0;23;4;4;32;0;0;0;36;1;0;0;1;0;0;0;908;0;7;0;2;0;0;1;0;37;3;0;0;6;0;1;0;3;12
dynet;da;pos;TRUE;421213;1;50;3;9757;578;94,1%;803;273;66,0%;6854,296686;18,0487253;14;56000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;0;0;21;0;6;20;0;1;0;27;0;0;0;3;0;0;0;931;0;9;0;3;0;0;2;1;34;4;0;0;5;0;0;0;2;12
dynet;da;pos;TRUE;421213;8;1;None;9757;1273;87,0%;803;330;58,9%;1389,131563;29,1976264;1;500;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;0;0;0;32;5;12;69;0;0;0;43;4;0;0;2;0;0;0;842;0;7;0;3;0;0;2;0;35;5;0;1;12;1;0;0;6;0
dynet;da;pos;TRUE;421213;8;5;None;9757;784;92,0%;803;295;63,3%;9114,886932;32,67615114;5;2500;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;5;0;0;20;4;8;47;0;1;0;35;1;0;0;0;0;0;0;893;0;8;1;3;0;0;1;0;41;4;0;0;5;0;0;0;5;4
dynet;da;pos;TRUE;421213;8;50;3;9757;546;94,4%;803;258;67,9%;33202,3131;36,46634581;19;9500;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;0;0;16;0;5;21;0;1;0;27;0;0;0;3;0;0;0;936;0;8;0;3;0;0;1;0;32;3;0;0;9;0;0;0;3;13
dynet;da;pos;TRUE;421213;32;1;None;9757;2902;70,3%;803;383;52,3%;6824,509142;38,90802988;1;125;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;0;0;0;49;5;67;51;0;10;0;60;1;0;36;44;0;10;0;676;0;8;1;0;0;0;0;0;23;0;0;1;34;1;0;0;4;0
dynet;da;pos;TRUE;421213;32;5;None;9757;937;90,4%;803;311;61,3%;23156,7371;10,67988186;5;625;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;0;0;0;33;4;7;71;0;1;0;47;3;0;0;1;0;0;0;842;0;7;1;2;0;0;2;0;40;7;0;0;10;0;0;0;3;0
dynet;da;pos;TRUE;421213;32;50;3;9757;555;94,3%;803;248;69,1%;76435,9029;4,970201176;30;3750;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;9;0;0;21;2;5;27;0;2;0;28;0;0;0;3;0;0;0;921;0;6;0;1;0;0;1;0;35;4;0;0;6;0;0;0;3;16
dynet;da;pos;TRUE;521403;1;1;None;9757;924;90,5%;803;321;60,0%;385,0387738;13,97755553;1;4000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0;33;4;7;60;0;0;0;38;9;0;0;1;0;0;0;857;0;6;3;2;0;0;1;0;37;6;0;0;13;0;0;0;4;0
dynet;da;pos;TRUE;521403;1;5;None;9757;669;93,1%;803;293;63,5%;1776,730384;21,41968878;5;20000;9757;3584;19,514;72380;15206;18,095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;0;0;21;1;5;26;0;0;0;46;0;0;0;4;0;1;0;905;0;7;0;3;0;0;1;0;26;3;0;0;18;0;0;0;3;11
